board_state,player_turn,best_move_index
OXXO XXO ,O,'48'
OXXO XXOO,X,'4'
OXXOO   X,X,'5'
OXXOO  X ,X,'568'
OXXOO  XX,O,'56'
OXXOO X  ,X,'578'
OXXOO X X,O,'5'
OXXOO XOX,X,'5'
OXXOO XX ,O,'58'
OXXOOX   ,X,'8'
OXXOOX X ,O,'68'
OXXOOXX  ,O,'8'
OXXOOXXO ,X,'8'
OXXOX    ,O,'6'
OXXOX   O,X,'67'
OXXOX  O ,X,'6'
OXXOX  OX,O,'6'
OXXOXO   ,X,'67'
OXXOXO  X,O,'6'
OXXOXO OX,X,'6'
OXXOXX  O,O,'6'
OXXOXX O ,O,'6'
OXXOXX OO,X,'6'
OXXX    O,O,'467'
OXXX   O ,O,'8'
OXXX   OO,X,'456'
OXXX  O  ,O,'8'
OXXX  O O,X,'457'
OXXX  OO ,X,'8'
OXXX  OOX,O,'5'
OXXX  OXO,O,'4'
OXXX  XOO,O,'4'
OXXX O   ,O,'4'
OXXX O  O,X,'4'
OXXX O O ,X,'46'
OXXX O OX,O,'46'
OXXX O XO,O,'4'
OXXX OO  ,X,'47'
OXXX OO X,O,'47'
OXXX OOOX,X,'4'
OXXX OOX ,O,'4'
OXXX OOXO,X,'4'
OXXX OX O,O,'4'
OXXX OXO ,O,'4'
OXXX OXOO,X,'4'
OXXX X OO,O,'46'
OXXX XO O,O,'47'
OXXX XOO ,O,'8'
OXXXO    ,O,'8'
OXXXO  O ,X,'8'
OXXXO  OX,O,'5'
OXXXO O  ,X,'8'
OXXXO O X,O,'5'
OXXXO OOX,X,'5'
OXXXO OX ,O,'8'
OXXXO XO ,O,'8'
OXXXOO   ,X,'8'
OXXXOO  X,O,'67'
OXXXOO OX,X,'6'
OXXXOO X ,O,'8'
OXXXOOO X,X,'7'
OXXXOOOX ,X,'8'
OXXXOOX  ,O,'8'
OXXXOOXO ,X,'8'
OXXXOX O ,O,'8'
OXXXOXO  ,O,'8'
OXXXOXOO ,X,'8'
OXXXX  OO,O,'6'
OXXXX O O,O,'7'
OXXXX OO ,O,'8'
OXXXXO  O,O,'67'
OXXXXO O ,O,'6'
OXXXXO OO,X,'6'
OXXXXOO  ,O,'7'
OXXXXOO O,X,'7'
OXXXXOOO ,X,'8'
X        ,O,'4'
X       O,X,'26'
X      O ,X,'246'
X      OX,O,'4'
X      XO,O,'2'
X     O  ,X,'128'
X     O X,O,'123457'
X     OOX,X,'1245'
X     OX ,O,'4'
X     OXO,X,'1'
X     X O,O,'123457'
X     XO ,O,'123458'
X     XOO,X,'12345'
X    O   ,X,'246'
X    O  X,O,'4'
X    O OX,X,'12346'
X    O X ,O,'4'
X    O XO,X,'2'
X    OO X,X,'124'
X    OOX ,X,'14'
X    OOXX,O,'4'
X    OX  ,O,'123478'
X    OX O,X,'23'
X    OXO ,X,'12348'
X    OXOX,O,'1234'
X    OXXO,O,'23'
X    X  O,O,'6'
X    X O ,O,'4'
X    X OO,X,'6'
X    XO  ,O,'8'
X    XO O,X,'7'
X    XOO ,X,'8'
X    XOOX,O,'1234'
X    XOXO,O,'4'
X    XXOO,O,'1234'
X   O    ,X,'1236'
X   O   X,O,'1357'
X   O  OX,X,'1'
X   O  X ,O,'356'
X   O  XO,X,'236'
X   O O X,X,'2'
X   O OX ,X,'2'
X   O OXX,O,'235'
X   O X  ,O,'3'
X   O X O,X,'123'
X   O XO ,X,'13'
X   O XOX,O,'13'
X   O XXO,O,'3'
X   OO  X,X,'3'
X   OO X ,X,'3'
X   OO XX,O,'36'
X   OOOXX,X,'123'
X   OOX  ,X,'3'
X   OOX X,O,'3'
X   OOXOX,X,'3'
X   OOXX ,O,'3'
X   OOXXO,X,'3'
X   OX   ,O,'127'
X   OX  O,X,'126'
X   OX O ,X,'1'
X   OX OX,O,'12'
X   OX XO,O,'26'
X   OXO  ,X,'2'
X   OXO X,O,'2'
X   OXOOX,X,'2'
X   OXOX ,O,'2'
X   OXOXO,X,'2'
X   OXX O,O,'3'
X   OXXO ,O,'1'
X   OXXOO,X,'13'
X   X   O,O,'26'
X   X  O ,O,'123568'
X   X  OO,X,'6'
X   X O  ,O,'8'
X   X O O,X,'7'
X   X OO ,X,'8'
X   X OXO,O,'1'
X   X XOO,O,'1235'
X   XO   ,O,'123678'
X   XO  O,X,'2'
X   XO O ,X,'12368'
X   XO XO,O,'2'
X   XOO  ,X,'1278'
X   XOOX ,O,'1238'
X   XOOXO,X,'1'
X   XOX O,O,'2'
X   XOXO ,O,'1238'
X   XOXOO,X,'23'
X   XX OO,O,'6'
X   XXO O,O,'7'
X   XXOO ,O,'8'
X  O     ,X,'124'
X  O    X,O,'4'
X  O   OX,X,'1245'
X  O   X ,O,'4'
X  O   XO,X,'1'
X  O  O X,X,'1245'
X  O  OX ,X,'1245'
X  O  OXX,O,'4'
X  O  X  ,O,'4'
X  O  X O,X,'2'
X  O  XO ,X,'24'
X  O  XOX,O,'4'
X  O  XXO,O,'5'
X  O O  X,X,'4'
X  O O X ,X,'4'
X  O O XX,O,'4'
X  O OOXX,X,'4'
X  O OX  ,X,'4'
X  O OX X,O,'4'
X  O OXOX,X,'4'
X  O OXX ,O,'48'
X  O OXXO,X,'124'
X  O X   ,O,'28'
X  O X  O,X,'12'
X  O X O ,X,'28'
X  O X OX,O,'1246'
X  O X XO,O,'124'
X  O XO  ,X,'1278'
X  O XO X,O,'1247'
X  O XOOX,X,'124'
X  O XOX ,O,'1248'
X  O XOXO,X,'1'
X  O XX O,O,'124'
X  O XXO ,O,'4'
X  O XXOO,X,'2'
X  OO   X,X,'5'
X  OO  X ,X,'5'
X  OO  XX,O,'56'
X  OO OXX,X,'125'
X  OO X  ,X,'5'
X  OO X X,O,'57'
X  OO XOX,X,'125'
X  OO XX ,O,'5'
X  OO XXO,X,'5'
X  OOX   ,X,'2'
X  OOX  X,O,'2'
X  OOX OX,X,'2'
X  OOX X ,O,'2'
X  OOX XO,X,'12'
X  OOXO X,X,'2'
X  OOXOX ,X,'2'
X  OOXOXX,O,'2'
X  OOXX  ,O,'17'
X  OOXX O,X,'12'
X  OOXXO ,X,'1'
X  OOXXOX,O,'1'
X  OOXXXO,O,'12'
X  OX    ,O,'125678'
X  OX   O,X,'12'
X  OX  O ,X,'1268'
X  OX  XO,O,'1'
X  OX O  ,X,'1278'
X  OX OX ,O,'1258'
X  OX OXO,X,'1'
X  OX X O,O,'2'
X  OX XO ,O,'1258'
X  OX XOO,X,'2'
X  OXO   ,X,'12678'
X  OXO X ,O,'1268'
X  OXO XO,X,'12'
X  OXOOX ,X,'128'
X  OXOX  ,O,'1278'
X  OXOX O,X,'2'
X  OXOXO ,X,'128'
X  OXOXXO,O,'2'
X  OXX  O,O,'67'
X  OXX O ,O,'8'
X  OXX OO,X,'6'
X  OXXO  ,O,'8'
X  OXXO O,X,'7'
X  OXXOO ,X,'8'
X  OXXOXO,O,'1'
X  OXXXOO,O,'2'
X  X    O,O,'6'
X  X   O ,O,'6'
X  X   OO,X,'6'
X  X  O  ,O,'78'
X  X  O O,X,'12457'
X  X  OO ,X,'12458'
X  X  OOX,O,'4'
X  X  OXO,O,'2'
X  X O   ,O,'6'
X  X O  O,X,'26'
X  X O O ,X,'12468'
X  X O OX,O,'1246'
X  X O XO,O,'2'
X  X OO  ,X,'28'
X  X OO X,O,'4'
X  X OOOX,X,'124'
X  X OOX ,O,'2'
X  X OOXO,X,'2'
X  X X OO,O,'6'
X  X XO O,O,'47'
X  X XOO ,O,'48'
X  XO    ,O,'6'
X  XO   O,X,'126'
X  XO  O ,X,'16'
X  XO  OX,O,'16'
X  XO  XO,O,'6'
X  XO O  ,X,'2'
X  XO O X,O,'127'
X  XO OOX,X,'125'
X  XO OX ,O,'2'
X  XO OXO,X,'2'
X  XOO   ,X,'126'
X  XOO  X,O,'6'
X  XOO OX,X,'16'
X  XOO X ,O,'6'
X  XOO XO,X,'26'
X  XOOO X,X,'2'
X  XOOOX ,X,'2'
X  XOOOXX,O,'2'
X  XOX  O,O,'6'
X  XOX O ,O,'16'
X  XOX OO,X,'6'
X  XOXO  ,O,'1278'
X  XOXO O,X,'127'
X  XOXOO ,X,'128'
X  XOXOOX,O,'12'
X  XOXOXO,O,'2'
X  XX  OO,O,'6'
X  XX O O,O,'57'
X  XX OO ,O,'8'
X  XXO  O,O,'26'
X  XXO O ,O,'1268'
X  XXO OO,X,'6'
X  XXOO  ,O,'8'
X  XXOO O,X,'127'
X  XXOOO ,X,'8'
X  XXOOXO,O,'2'
X O      ,X,'368'
X O     X,O,'134567'
X O    OX,X,'346'
X O    X ,O,'8'
X O    XO,X,'5'
X O   O X,X,'4'
X O   OX ,X,'4'
X O   OXX,O,'4'
X O   X  ,O,'134578'
X O   X O,X,'3'
X O   XO ,X,'348'
X O   XOX,O,'1345'
X O   XXO,O,'5'
X O  O  X,X,'3467'
X O  O X ,X,'8'
X O  O XX,O,'1346'
X O  OOXX,X,'4'
X O  OX  ,X,'38'
X O  OX X,O,'1347'
X O  OXOX,X,'134'
X O  OXX ,O,'8'
X O  X   ,O,'4'
X O  X  O,X,'3'
X O  X O ,X,'34'
X O  X OX,O,'4'
X O  X XO,O,'4'
X O  XO  ,X,'4'
X O  XO X,O,'4'
X O  XOOX,X,'4'
X O  XOX ,O,'4'
X O  XOXO,X,'4'
X O  XX O,O,'3'
X O  XXO ,O,'3'
X O  XXOO,X,'3'
X O O   X,X,'6'
X O O  X ,X,'6'
X O O  XX,O,'6'
X O O X  ,X,'378'
X O O X X,O,'1357'
X O O XOX,X,'3'
X O O XX ,O,'1358'
X O O XXO,X,'3'
X O OO XX,X,'6'
X O OOX X,X,'37'
X O OOXX ,X,'38'
X O OX   ,X,'6'
X O OX  X,O,'167'
X O OX OX,X,'136'
X O OX X ,O,'6'
X O OX XO,X,'6'
X O OXX  ,O,'3'
X O OXX O,X,'3'
X O OXXO ,X,'3'
X O OXXOX,O,'1'
X O OXXXO,O,'3'
X O X    ,O,'8'
X O X   O,X,'5'
X O X  O ,X,'3568'
X O X  XO,O,'5'
X O X O  ,X,'13578'
X O X OX ,O,'1358'
X O X OXO,X,'15'
X O X X O,O,'5'
X O X XO ,O,'1358'
X O X XOO,X,'3'
X O XO   ,X,'8'
X O XO X ,O,'8'
X O XOOX ,X,'18'
X O XOX  ,O,'8'
X O XOXO ,X,'38'
X O XX  O,O,'3'
X O XX O ,O,'1368'
X O XX OO,X,'3'
X O XXO  ,O,'1378'
X O XXO O,X,'37'
X O XXOO ,X,'38'
X O XXOXO,O,'13'
X O XXXOO,O,'3'
X OO    X,X,'467'
X OO   X ,X,'48'
X OO   XX,O,'1456'
X OO  OXX,X,'4'
X OO  X  ,X,'8'
X OO  X X,O,'1457'
X OO  XOX,X,'4'
X OO  XX ,O,'8'
X OO  XXO,X,'5'
X OO O XX,X,'46'
X OO OX X,X,'47'
X OO OXX ,X,'8'
X OO X   ,X,'48'
X OO X  X,O,'4'
X OO X OX,X,'4'
X OO X X ,O,'4'
X OO X XO,X,'14'
X OO XO X,X,'4'
X OO XOX ,X,'4'
X OO XOXX,O,'4'
X OO XX  ,O,'478'
X OO XX O,X,'147'
X OO XXO ,X,'48'
X OO XXOX,O,'4'
X OO XXXO,O,'14'
X OOO  XX,X,'6'
X OOO X X,X,'7'
X OOO XX ,X,'8'
X OOOX  X,X,'6'
X OOOX X ,X,'6'
X OOOX XX,O,'6'
X OOOXX  ,X,'78'
X OOOXX X,O,'7'
X OOOXXOX,X,'1'
X OOOXXX ,O,'8'
X OOOXXXO,X,'1'
X OOX    ,X,'178'
X OOX  X ,O,'1568'
X OOX  XO,X,'1'
X OOX OX ,X,'158'
X OOX X  ,O,'8'
X OOX X O,X,'5'
X OOX XO ,X,'8'
X OOX XXO,O,'5'
X OOXO X ,X,'18'
X OOXOX  ,X,'8'
X OOXOXX ,O,'8'
X OOXX   ,O,'8'
X OOXX  O,X,'17'
X OOXX O ,X,'8'
X OOXX XO,O,'1'
X OOXXO  ,X,'178'
X OOXXOX ,O,'18'
X OOXXOXO,X,'1'
X OOXXX O,O,'17'
X OOXXXO ,O,'8'
X OOXXXOO,X,'1'
X OX     ,O,'145678'
X OX    O,X,'56'
X OX   O ,X,'4568'
X OX   OX,O,'1456'
X OX   XO,O,'56'
X OX  O  ,X,'4'
X OX  O X,O,'4'
X OX  OOX,X,'4'
X OX  OX ,O,'458'
X OX  OXO,X,'145'
X OX O   ,X,'68'
X OX O  X,O,'1467'
X OX O OX,X,'146'
X OX O X ,O,'68'
X OX OO X,X,'4'
X OX OOX ,X,'148'
X OX OOXX,O,'4'
X OX X  O,O,'1467'
X OX X O ,O,'1468'
X OX X OO,X,'46'
X OX XO  ,O,'4'
X OX XO O,X,'4'
X OX XOO ,X,'4'
X OX XOOX,O,'4'
X OX XOXO,O,'4'
X OXO    ,X,'6'
X OXO   X,O,'6'
X OXO  OX,X,'6'
X OXO  X ,O,'6'
X OXO  XO,X,'6'
X OXOO  X,X,'6'
X OXOO X ,X,'6'
X OXOO XX,O,'6'
X OXOX   ,O,'6'
X OXOX  O,X,'6'
X OXOX O ,X,'6'
X OXOX OX,O,'16'
X OXOX XO,O,'6'
X OXX   O,O,'5'
X OXX  O ,O,'1568'
X OXX  OO,X,'56'
X OXX O  ,O,'1578'
X OXX O O,X,'5'
X OXX OO ,X,'58'
X OXX OXO,O,'5'
X OXXO   ,O,'8'
X OXXO O ,X,'68'
X OXXOO  ,X,'8'
X OXXOOX ,O,'8'
X X     O,O,'134567'
X X    O ,O,'134568'
X X    OO,X,'16'
X X   O  ,O,'134578'
X X   O O,X,'1'
X X   OO ,X,'18'
X X   OOX,O,'1345'
X X   OXO,O,'1'
X X   XOO,O,'1345'
X X  O   ,O,'134678'
X X  O  O,X,'13467'
X X  O O ,X,'13468'
X X  O OX,O,'1346'
X X  O XO,O,'1346'
X X  OO  ,X,'148'
X X  OO X,O,'1347'
X X  OOOX,X,'134'
X X  OOX ,O,'1'
X X  OOXO,X,'1'
X X  OX O,O,'1347'
X X  OXO ,O,'1348'
X X  OXOO,X,'134'
X X  X OO,O,'16'
X X  XO O,O,'7'
X X  XOO ,O,'8'
X X O    ,O,'1'
X X O   O,X,'136'
X X O  O ,X,'1'
X X O  OX,O,'1'
X X O  XO,O,'1'
X X O O  ,X,'158'
X X O O X,O,'1357'
X X O OOX,X,'15'
X X O OX ,O,'1'
X X O OXO,X,'1'
X X O X O,O,'1357'
X X O XO ,O,'1'
X X O XOO,X,'13'
X X OO   ,X,'13'
X X OO  X,O,'13'
X X OO OX,X,'1'
X X OO X ,O,'3'
X X OO XO,X,'13'
X X OOO X,X,'1'
X X OOOX ,X,'1'
X X OOOXX,O,'3'
X X OOX  ,O,'3'
X X OOX O,X,'13'
X X OOXO ,X,'13'
X X OOXOX,O,'13'
X X OOXXO,O,'3'
X X OX  O,O,'1'
X X OX O ,O,'1'
X X OX OO,X,'1'
X X OXO  ,O,'1378'
X X OXO O,X,'1'
X X OXOO ,X,'18'
X X OXOXO,O,'1'
X X OXXOO,O,'1'
X X X  OO,O,'6'
X X X O O,O,'7'
X X X OO ,O,'8'
X X XO  O,O,'1367'
X X XO O ,O,'1368'
X X XO OO,X,'16'
X X XOO  ,O,'1378'
X X XOO O,X,'1'
X X XOOO ,X,'18'
X X XOOXO,O,'1'
X XO     ,O,'145678'
X XO    O,X,'146'
X XO   O ,X,'14568'
X XO   OX,O,'1456'
X XO   XO,O,'1'
X XO  O  ,X,'14578'
X XO  O X,O,'1457'
X XO  OOX,X,'145'
X XO  OX ,O,'1458'
X XO  OXO,X,'1'
X XO  X O,O,'1457'
X XO  XO ,O,'1458'
X XO  XOO,X,'145'
X XO O   ,X,'14'
X XO O  X,O,'4'
X XO O OX,X,'14'
X XO O X ,O,'4'
X XO O XO,X,'14'
X XO OO X,X,'14'
X XO OOX ,X,'14'
X XO OOXX,O,'4'
X XO OX  ,O,'4'
X XO OX O,X,'14'
X XO OXO ,X,'14'
X XO OXOX,O,'4'
X XO OXXO,O,'4'
X XO X  O,O,'1'
X XO X O ,O,'1468'
X XO X OO,X,'16'
X XO XO  ,O,'1478'
X XO XO O,X,'1'
X XO XOO ,X,'18'
X XO XOXO,O,'1'
X XO XXOO,O,'14'
X XOO    ,X,'15'
X XOO   X,O,'5'
X XOO  OX,X,'15'
X XOO  X ,O,'5'
X XOO  XO,X,'1'
X XOO O X,X,'15'
X XOO OX ,X,'15'
X XOO OXX,O,'5'
X XOO X  ,O,'15'
X XOO X O,X,'1'
X XOO XO ,X,'1'
X XOO XOX,O,'15'
X XOO XXO,O,'5'
X XOOX   ,O,'1678'
X XOOX  O,X,'1'
X XOOX O ,X,'18'
X XOOX XO,O,'1'
X XOOXO  ,X,'178'
X XOOXOX ,O,'18'
X XOOXOXO,X,'1'
X XOOXX O,O,'1'
X XOOXXO ,O,'1'
X XOOXXOO,X,'1'
X XOX   O,O,'1567'
X XOX  O ,O,'1568'
X XOX  OO,X,'16'
X XOX O  ,O,'1578'
X XOX O O,X,'1'
X XOX OO ,X,'18'
X XOX OXO,O,'1'
X XOXO   ,O,'1678'
X XOXO  O,X,'167'
X XOXO O ,X,'168'
X XOXO XO,O,'16'
X XOXOO  ,X,'178'
X XOXOOX ,O,'18'
X XOXOOXO,X,'1'
X XOXX OO,O,'6'
X XOXXO O,O,'7'
X XOXXOO ,O,'8'
X XX   OO,O,'6'
X XX  O O,O,'7'
X XX  OO ,O,'18'
X XX O  O,O,'1467'
X XX O O ,O,'1468'
X XX O OO,X,'16'
X XX OO  ,O,'1'
X XX OO O,X,'1'
X XX OOO ,X,'18'
X XX OOOX,O,'14'
X XX OOXO,O,'1'
X XXO   O,O,'1567'
X XXO  O ,O,'1'
X XXO  OO,X,'16'
X XXO O  ,O,'1'
X XXO O O,X,'1'
X XXO OO ,X,'1'
X XXO OOX,O,'1'
X XXO OXO,O,'1'
X XXOO   ,O,'1678'
X XXOO  O,X,'167'
X XXOO O ,X,'16'
X XXOO OX,O,'1'
X XXOO XO,O,'16'
X XXOOO  ,X,'1'
X XXOOO X,O,'1'
X XXOOOOX,X,'1'
X XXOOOX ,O,'1'
X XXOOOXO,X,'1'
X XXOX OO,O,'16'
X XXOXO O,O,'7'
X XXOXOO ,O,'18'
X XXXO OO,O,'6'
X XXXOO O,O,'7'
X XXXOOO ,O,'8'
XO       ,X,'346'
XO      X,O,'4'
XO     OX,X,'4'
XO     X ,O,'68'
XO     XO,X,'36'
XO    O X,X,'245'
XO    OX ,X,'48'
XO    OXX,O,'4'
XO    X  ,O,'234578'
XO    X O,X,'234'
XO    XO ,X,'34'
XO    XOX,O,'4'
XO    XXO,O,'3'
XO   O  X,X,'3467'
XO   O X ,X,'68'
XO   O XX,O,'2346'
XO   OOXX,X,'4'
XO   OX  ,X,'23478'
XO   OX X,O,'2347'
XO   OXOX,X,'34'
XO   OXX ,O,'2348'
XO   OXXO,X,'23'
XO   X   ,O,'4'
XO   X  O,X,'3'
XO   X O ,X,'4'
XO   X OX,O,'4'
XO   X XO,O,'346'
XO   XO  ,X,'48'
XO   XO X,O,'2347'
XO   XOOX,X,'24'
XO   XOX ,O,'4'
XO   XOXO,X,'34'
XO   XX O,O,'3'
XO   XXO ,O,'4'
XO   XXOO,X,'34'
XO  O   X,X,'7'
XO  O  X ,X,'6'
XO  O  XX,O,'6'
XO  O OXX,X,'2'
XO  O X  ,X,'37'
XO  O X X,O,'7'
XO  O XX ,O,'2358'
XO  O XXO,X,'3'
XO  OO XX,X,'6'
XO  OOX X,X,'37'
XO  OOXX ,X,'38'
XO  OX   ,X,'7'
XO  OX  X,O,'27'
XO  OX X ,O,'6'
XO  OX XO,X,'36'
XO  OXO X,X,'2'
XO  OXOX ,X,'2'
XO  OXOXX,O,'2'
XO  OXX  ,O,'7'
XO  OXX O,X,'3'
XO  OXXXO,O,'3'
XO  X    ,O,'235678'
XO  X   O,X,'36'
XO  X  O ,X,'23568'
XO  X  XO,O,'25'
XO  X O  ,X,'358'
XO  X OX ,O,'8'
XO  X OXO,X,'35'
XO  X X O,O,'2357'
XO  X XO ,O,'2358'
XO  X XOO,X,'235'
XO  XO   ,X,'2368'
XO  XO X ,O,'8'
XO  XO XO,X,'2'
XO  XOOX ,X,'8'
XO  XOX  ,O,'2378'
XO  XOX O,X,'23'
XO  XOXO ,X,'238'
XO  XOXXO,O,'2'
XO  XX  O,O,'3'
XO  XX O ,O,'2368'
XO  XX OO,X,'36'
XO  XXO  ,O,'2378'
XO  XXO O,X,'3'
XO  XXOO ,X,'38'
XO  XXOXO,O,'3'
XO  XXXOO,O,'23'
XO O    X,X,'24567'
XO O   X ,X,'8'
XO O   XX,O,'2456'
XO O  OXX,X,'245'
XO O  X  ,X,'48'
XO O  X X,O,'2457'
XO O  XOX,X,'4'
XO O  XX ,O,'8'
XO O  XXO,X,'24'
XO O O XX,X,'46'
XO O OX X,X,'47'
XO O OXX ,X,'48'
XO O X   ,X,'8'
XO O X  X,O,'2467'
XO O X OX,X,'24'
XO O X X ,O,'8'
XO O X XO,X,'246'
XO O XO X,X,'247'
XO O XOX ,X,'8'
XO O XOXX,O,'24'
XO O XX  ,O,'4'
XO O XX O,X,'24'
XO O XXO ,X,'4'
XO O XXOX,O,'4'
XO O XXXO,O,'24'
XO OO  XX,X,'56'
XO OO X X,X,'7'
XO OO XX ,X,'8'
XO OOX  X,X,'27'
XO OOX X ,X,'8'
XO OOX XX,O,'26'
XO OOXOXX,X,'2'
XO OOXX  ,X,'7'
XO OOXX X,O,'7'
XO OOXXX ,O,'8'
XO OOXXXO,X,'2'
XO OX    ,X,'268'
XO OX  X ,O,'8'
XO OX  XO,X,'26'
XO OX OX ,X,'8'
XO OX X  ,O,'2578'
XO OX X O,X,'2'
XO OX XO ,X,'258'
XO OX XXO,O,'2'
XO OXO X ,X,'268'
XO OXOX  ,X,'278'
XO OXOXX ,O,'28'
XO OXOXXO,X,'2'
XO OXX   ,O,'8'
XO OXX  O,X,'26'
XO OXX O ,X,'268'
XO OXX XO,O,'26'
XO OXXO  ,X,'8'
XO OXXOX ,O,'8'
XO OXXOXO,X,'2'
XO OXXX O,O,'2'
XO OXXXO ,O,'28'
XO OXXXOO,X,'2'
XO X     ,O,'245678'
XO X    O,X,'456'
XO X   O ,X,'46'
XO X   OX,O,'4'
XO X   XO,O,'6'
XO X  O  ,X,'4'
XO X  O X,O,'4'
XO X  OOX,X,'4'
XO X  OX ,O,'4'
XO X  OXO,X,'45'
XO X O   ,X,'468'
XO X O  X,O,'2467'
XO X O OX,X,'46'
XO X O X ,O,'6'
XO X O XO,X,'6'
XO X OO X,X,'4'
XO X OOX ,X,'48'
XO X OOXX,O,'4'
XO X X  O,O,'2467'
XO X X O ,O,'4'
XO X X OO,X,'46'
XO X XO  ,O,'4'
XO X XO O,X,'4'
XO X XOO ,X,'4'
XO X XOOX,O,'4'
XO X XOXO,O,'4'
XO XO    ,X,'6'
XO XO   X,O,'67'
XO XO  X ,O,'6'
XO XO  XO,X,'6'
XO XO O X,X,'257'
XO XO OX ,X,'2'
XO XO OXX,O,'2'
XO XOO  X,X,'6'
XO XOO X ,X,'6'
XO XOO XX,O,'6'
XO XOOOXX,X,'2'
XO XOX   ,O,'67'
XO XOX  O,X,'6'
XO XOX XO,O,'6'
XO XOXO  ,X,'278'
XO XOXO X,O,'27'
XO XOXOX ,O,'2'
XO XOXOXO,X,'2'
XO XX   O,O,'2567'
XO XX  O ,O,'2568'
XO XX  OO,X,'56'
XO XX O  ,O,'2578'
XO XX O O,X,'5'
XO XX OO ,X,'58'
XO XX OXO,O,'5'
XO XXO   ,O,'2678'
XO XXO  O,X,'6'
XO XXO O ,X,'268'
XO XXO XO,O,'2'
XO XXOO  ,X,'8'
XO XXOOX ,O,'8'
XO XXOOXO,X,'2'
XOO     X,X,'3467'
XOO    X ,X,'3568'
XOO    XX,O,'3456'
XOO   OXX,X,'4'
XOO   X  ,X,'34578'
XOO   X X,O,'3457'
XOO   XOX,X,'34'
XOO   XX ,O,'3458'
XOO   XXO,X,'3'
XOO  O XX,X,'346'
XOO  OX X,X,'347'
XOO  OXX ,X,'38'
XOO  X   ,X,'3467'
XOO  X  X,O,'4'
XOO  X OX,X,'4'
XOO  X X ,O,'3468'
XOO  X XO,X,'3'
XOO  XO X,X,'4'
XOO  XOX ,X,'4'
XOO  XOXX,O,'4'
XOO  XX  ,O,'3478'
XOO  XX O,X,'3'
XOO  XXO ,X,'34'
XOO  XXOX,O,'4'
XOO  XXXO,O,'3'
XOO O  XX,X,'6'
XOO O X X,X,'37'
XOO O XX ,X,'358'
XOO OX  X,X,'367'
XOO OX X ,X,'6'
XOO OX XX,O,'6'
XOO OXX  ,X,'37'
XOO OXX X,O,'7'
XOO OXXX ,O,'38'
XOO OXXXO,X,'3'
XOO X    ,X,'3568'
XOO X  X ,O,'8'
XOO X  XO,X,'5'
XOO X OX ,X,'358'
XOO X X  ,O,'3578'
XOO X X O,X,'3'
XOO X XO ,X,'358'
XOO X XXO,O,'5'
XOO XO X ,X,'8'
XOO XOX  ,X,'38'
XOO XOXX ,O,'8'
XOO XX   ,O,'3678'
XOO XX  O,X,'3'
XOO XX O ,X,'368'
XOO XX XO,O,'3'
XOO XXO  ,X,'378'
XOO XXOX ,O,'38'
XOO XXOXO,X,'3'
XOO XXX O,O,'3'
XOO XXXO ,O,'38'
XOO XXXOO,X,'3'
XOOO   XX,X,'456'
XOOO  X X,X,'457'
XOOO  XX ,X,'8'
XOOO X  X,X,'467'
XOOO X X ,X,'8'
XOOO X XX,O,'46'
XOOO XOXX,X,'4'
XOOO XX  ,X,'8'
XOOO XX X,O,'47'
XOOO XXOX,X,'4'
XOOO XXX ,O,'8'
XOOO XXXO,X,'4'
XOOOOX XX,X,'6'
XOOOOXX X,X,'7'
XOOOOXXX ,X,'8'
XOOOX  X ,X,'8'
XOOOX X  ,X,'8'
XOOOX XX ,O,'8'
XOOOX XXO,X,'5'
XOOOXOXX ,X,'8'
XOOOXX   ,X,'8'
XOOOXX X ,O,'8'
XOOOXX XO,X,'6'
XOOOXXOX ,X,'8'
XOOOXXX  ,O,'8'
XOOOXXX O,X,'7'
XOOOXXXO ,X,'8'
XOOX     ,X,'45678'
XOOX    X,O,'4567'
XOOX   OX,X,'46'
XOOX   X ,O,'4568'
XOOX   XO,X,'56'
XOOX  O X,X,'4'
XOOX  OX ,X,'4'
XOOX  OXX,O,'4'
XOOX O  X,X,'467'
XOOX O X ,X,'68'
XOOX O XX,O,'46'
XOOX OOXX,X,'4'
XOOX X   ,O,'4678'
XOOX X  O,X,'467'
XOOX X O ,X,'46'
XOOX X OX,O,'4'
XOOX X XO,O,'46'
XOOX XO  ,X,'4'
XOOX XO X,O,'4'
XOOX XOOX,X,'4'
XOOX XOX ,O,'4'
XOOX XOXO,X,'4'
XOOXO   X,X,'6'
XOOXO  X ,X,'6'
XOOXO  XX,O,'6'
XOOXOO XX,X,'6'
XOOXOX   ,X,'6'
XOOXOX  X,O,'67'
XOOXOX X ,O,'6'
XOOXOX XO,X,'6'
XOOXX    ,O,'5678'
XOOXX   O,X,'56'
XOOXX  O ,X,'568'
XOOXX  XO,O,'5'
XOOXX O  ,X,'578'
XOOXX OX ,O,'58'
XOOXX OXO,X,'5'
XOOXXO   ,X,'68'
XOOXXO X ,O,'8'
XOOXXOOX ,X,'8'
XOX      ,O,'4'
XOX     O,X,'6'
XOX    O ,X,'4'
XOX    OX,O,'4'
XOX    XO,O,'346'
XOX   O  ,X,'8'
XOX   O X,O,'3457'
XOX   OOX,X,'45'
XOX   OX ,O,'458'
XOX   OXO,X,'345'
XOX   X O,O,'3457'
XOX   XO ,O,'4'
XOX   XOO,X,'34'
XOX  O   ,X,'46'
XOX  O  X,O,'4'
